input_clean,output_clean
what about flights that are 500 miles or less? are they complimentary?,complimentary upgrades under 500 miles are autorequested. please see more info at
i have already filled the details .why are you asking it again and again??,we receive your details of the account associated with the order. request you to resubmit your
how come your delivery people can call txt if they want to arrive early but cba letting us know if they will be late morrisons,"hey, i am sorry to hear about this. please can you message me your order number, contact number and postcode? polly"
great job losing my ticket number. another day of garbage internet with ethernet upload lt0.1.,i would be happy to look further into your service issues if you would provide your full address and account associated phone in a dm.
my internet service has been down since at least 530am. cannot seem to get an eta by calling. please advise,i apologize for any issues gregory. with area wide issues we are not given any etas. we can verify you are in an ...
flying home to lasvegas from sandiego on to go see my family! vegasstrong vegas lv nv nevada cali california southwest southwestairlines seat28f 28f swa swa28f 737max,"we are happy to get you back to your home sweet home, chad! it is a pleasure sharing the skies with you."
just paid for my subscription but it is not activating,"hey carol, it is now active."
dear please make an update that fixes i !!!!!!!!!!,"we would love to help! this issue should be resolved with the 11.1.1 update. is your device currently running that version? if not, please try updating to that make sure to back up first, just in case and let us know if the behavior continues."
thank you,you are welcome. let us know if you have any further questions. we are here to help.
ipad 3.2 is my model,"when you navigate to settings gt general gt about, what is the exact model number listed there please?"
how many skymiles does one have to get in order to redeem flight with skymiles?,hi. this varies based on many factors. award travel flights may be found via the following link thank you.
"i am make call to india from usa using whatsapp over sprint lte data, will i be charged? plz confirm.","hi there. whatsapp uses data to make the call, if you do not exceed your data limit if any you will not be charged for the call."
i am having issues cancelling my spotify. i recently lost access to my facebook and cannot log in.,"hey, helps here! can you message us your accounts email address? we will take a look under the hood"
"firstly on my flight lhrgtauh my case gets wrecked and now you ve cancelled the return flightfor , full so now here till 11!!",you can do it on the following link as long is within 7 days after your flight. monica
me puede llegar ya mi libro? gracias,"hola, mel, sin compartir informaci n personal ni sensitiva por este medio, cu l es la fecha de entrega estimada que muestra el correo de confirmaci n del pedido, y en cu l de todas nuestras plataformas internacionales fue realizado el pedido?"
is adding good movies regularly. please don t stop it. continue the great work.,that is what we like to hear! you are welcome.
so why was my package delayed due to severe weather? either your not being honest or the radar is lying.,please message us the tracking number so we can look into this for you .
phone be dimming down and brightening up as it pleases. shits not gonna fly with me .,we would like to look into this with you. let us work together in .
merci beaucoup pour mavoir bloqu mon compte sans mon accord juste parce que jai pass une commande dun autre ordinateur... un peu daide please ?,"bonjour, je suis d sol e pour cela, avezvous re u un email avec la raison ou la d marche suivre afin de d bloquer votre compte je vous prie?"
is losing money when you guys are targeting on facebook. why would an indian user be willing to respond to an advertisement in rather than justafacebookadsninja,"hi kunal, we appreciate this feedback, as we are always looking to improve. we have passed this info to the appropriate team, but do not hesitate to message us if there is anything else. thank you."
new o2 scam! ferry holland 2 harwich and i am charged 40 for using norwegian phone data! will cancel contract now greedy bastards,you would be charged when connecting to a ship or ferries data. take a look here
it is been a rough night at arbys laughing out loud,which restaurant location is this? thank you.
help please,thanks for getting in touch. send us a message and we will get started helping you out.
i think the boy just won s unannounced jingle contest. tvandcookies greattrip,we love it!
just wondering what am i supposed to do after november and before you launch the new service? i don t want to pay any extras,users of these products from the past 3 months will be able to trial the new service. rates will start from from 1p per minute.
everyone kicking up a fuss about new boarding policy. it does not matter if you board 1st or last. the plane leaves at the same time for every passenger. rather spend extra time in the departure lounge anyway,"thanks so much for your kind words, gerard. we do hope this will help make it easier for our customer s to understand. danielle"
how long before i receive the email? i have nothing yet,here to help. be sure to check both your inbox and spam folders for our outreach.
"dear , if you don t sell me a in belgium today, i will haunt you til you eand my .co.uk prime account to belgium and sell all your hardware in belgium. your only quite happy customer, me. amazon kindle blackfriday","hi, please do not haunt us. have you already tried to place the order?"
"meu celular nao chega s notifica es, e a vamo melhorar ?!","since our twitter support is available in english, get help at or join"
do i need to open spotify on my ps4 to connect my phone? before the new update i was able to use my phone to connect instead,hey! we suggest opening spotify first so connect can see your playstation 4 as a device. more info here
ah simmmmmm... obrigada por esclarecer!,"magina, qualquer d vida adicional ou incoveniente, estamos aqui para ajudar."
i don t have a checked bag so why can t i check into my flight?,when is your travel date? gabe
can you help me through this error message? 5,hey there. please send us a message along with your platform and gamertag.
"nothing but problems.1st they give us and charge us for someone elses order then to make up, gave us a med bacon one slice!",we apologize for our mistake. send us your store location and the best phone number to reach you via .
flight 1695. so much for acoomodation when xtra seats are available,we always want you to be comfy. please speak with our flight crew for a possible seat change.
still waiting to connect...is there going to be a fix soon?,"hello there, apologies for the delayed response. are you still coming across any issues or questions. we are happy to help."
your representatives are making me crazy!!! none of them stay with me very long or until the conversation is finished!!! makeitstop,we are all equipped to pick up where the last left off. we would love to continue to work with you and will meet you back in message shortly. stephaniegarza
is this a phishing scam?,"hey, we want to hear more about what is going on. message us the details and we will help you out."
"good morning yohannes, why am i charged 5265 a year not to get a seat every morning on the 0707 lb to eus? ripoffbritain",good morning. tickets to travel with us do not guarantee you a seat as we have no seat allocation or reservation. my apologies
"nope. just this one. i ve even double checked the old episodes. research, you know.",please follow and message us so we can create a ticket for that show.
well didn t stay true to paying everything off when you switch to them...i get a bill for my iphone i gave them from sprint..a iphone 7..but i had a 6...and has in there poss.,oh no! that is not what we are about! we make promises and we keep them! send us a message so we can get this turned around! ellea
i ordered fifa 18 for 64.99 to be collected in store. if i go in tomorrow will i be paying the reduced price or the reserved price,if it is collected in 24 hours the price will be the reduced one sam
imagine if i didn t put my phone in saving battery mode just imagine. and that doesn t even fucking help. fuck y all,we would be happy to help out with your battery. message us the version of ios you are using to get started.
", can we hurry up with selfdriving cars? when my driver can t read the gps amp merges onto freeway at 25mph, i would rather have a robot",we can take a look! send us a note via so our team can get in touch.
great. but smartthings is just blocked in india. you guys have to just unlock it.,"there is always a room for improvement, ravi. we will take this as a feedback and will pass on internally."
denver has no internet!!!! people are pissed! businesses cannot operate! why was this done in the middle of day?,hello. i d like to help with the internet issues you re eeriencing. could you message me so we can talk in more detail?
thank you!,"no worries, we do not have this in yet but will look into this for our next range review jenna"
thanks for the champagne! a lovely surprise ba,"hi lee, you are welcome! danny"
hi i got a herioc from a crate in ww2 but i cannot seem to find it in my collections,hey! can you please clarify which heroic you are referring to?
"hi team one of my friend has sign up using mobile no but the email id is not provided. now he want to update email as well with the login, can you plz help","hi, vinay! please have your friend send us a note at and a member of our team will follow up."
"want to know why i stay soooo infrequently at your hotels, the doubletree by hilton minneapolis north is a prime example fail",your eerience is our priority. please message us your booking details and concerns for further assistance.
i ve sent a message regarding a driver speeding away from me before i got into car and charging me he full trip amount!,sorry to hear about the trouble! we have your inapp request and will follow up with you soon. thanks for your patience.
why does this account exist if you are not going to support people. i sent a message over an hour ago.,hello there! we are sorry about this. we have responded to your dm. thank you for your patience.
how can we possibly change these seats without paying any amount?,"hi nik, if you have not selected prebook seats, it will be auto assigned. any seat selections will have its charges,thanksemir"
"you suck for removing the annual fee waiver, . now i am forced to have my card, cut. goodbye, citi!","hello. i can try to help. pls click and message acct type, country amp details no acct pin s"
please i have activated but on mobile no tower not show on mobile no is 8826760912 my number is 8383992885,"hello , please assist on the issue herein. thank you."
ok then for the past two years i have not been able to use my premium account correctly i know there is someone using my account because half of the stuff on it is not mine. but trying to send an email to spotify is impossible. like sending one to google support null,hey there! we re sorry to hear that. check out for what to do next
are you offering a free adult beverage today??? flying home for thanksgiving,"it does not look like we are this year. hope you have a good trip, though!"
"dear ups, wtf, you are usually better than this. delivery person left a note on my apartment buildings front door, with no indication of what apartment to it was intended for. luckily i checked my tracker to find out it was for me. lucky no one else took the ticket first.",provide us with your tracking and phone number. click the link to message us. e..
mobilecarexi my modem will not even turn on. all outlets checked and working properly. cable is running fine. what the f... with the interent,"hello dave. i apologize for the issues you are eeriencing with your internet service. can you please message me your account or full address, telephone number and name on the account, and i will look into this for you? kerry"
i have sent a message but im yet to get a reply,"hello ,apologies for the delayed response. please be informed that a reversal request has been treated. thank you. papu."
had pumpkin soup for lunch. back on my halloween hype.,if you need any more savoury halloween treat inspiration everylittlehelps
"hi virgin, is it correct that the prices have gone up between coventry new street during peak hours? if so, why have they gone up?",we have not raised any fares sterre.
"how long does it take for you guys to pick up or respond to customers calls for help, 24hrs, 1hr, 30mns or eternity?","hello gift, sincere apologies for the delay, may we know the issue?"
keep getting a code5 error and it is not letting me play. what the f... am i suppose to do? did not pay 60 to look at a black screen,"good afternoon, thanks for reaching out. are you playing on wired or wireless connection?"
how do we get home to carlisle from london,we are awaiting an update as to when the lines will reopen. live updates can be found via
"2 gate changes, no notification, miss flight but allow someone else on amp its my fault customereerience americanairlines","we are sorry to hear your travel is not going as planned, carmen. please message us your record locator and we will see if we can help."
"the echo amp alexa line up is amazing, thanx for getting it to india, the dot variant will be a hit among students.",thank you for the feedback. we try our best to make you guys happy! hope this lasts for a lifetime.
"phone agent told me that they could, but maybe the store system is down too... i am not wasting a trip.","we can help. if you have a computer with itunes, follow the steps here"
so why has the 1639 from birmingham to wolverhampton been cancelled?,"we are sorry, this is due to traincrew unfortunately."
wth is wrong with the i,thanks for reaching out. we have a workaround for this here message us if you still need help.
thank you so much for your help....i truly appreciate it,our pleasure.
will apple ever fix the i problem?,"we have got your back. an update has been released to assist with this issue. if you haven t yet, please back up your device and update it to the latest version ios 11.1.2. for more info, check out"
i just realized my trip this sunday on puts me over 3 million miles lifetime. that s a lot of time away from home. millionmiler,early congratulations duke on this major milestone! you are truly a gem to us! we thank you for your continued support of our brand!
how you just gonna deactivate my account for no reason seriously,"hi, vonte. please submit a support ticket through our help center at so we can further assist you."
apple fix it new update is making me look like an idiot in front of my college professor. letters are registering as emojis!,"hello. we are here to help. send us a dm, and we will help from there."
so you guys can confirm thats its coming back??? spotifyyearinmusic,that is right!
very unhappy with how and are basically blaming the other with our damaged luggage,it is never our intentions to see you upset. were you able to speak to an agent in the baggage office?
"i need 22 people to get to luton airport, can you arrange a quote for me?",happy to help! please reach out to and fill out the 4 boxes at the bottom so we can get in touch.
"sitting in an airport, and i see 3 gold hoops that look suspiciously like quidditch hoops. whatever you re planning , i love it",what we are planning may involve brooms... we hope you casually brought yours.
"since i got the phone, the internet works sketchy. sometimes it works, most times it doesn t. amp that s at home or moving around.",please message us your nearest cross streets and zip code to review this situation and provide you additional troubleshooting steps.
"yes, but i will not have them with me when i miss my connection and have to stay in philly tonight.","your bags should stay on the same flights as you do. if you do not make your connection, your bags will not either, so you can pick them up."
apologies if anyone sees my repulsive fly photo to i m not having he best luck with food today!!! holy shit i mean.... what the hell,the customer service desk will complete a quality complaint and you will be contacted by our product quality team in the next 14 days.
"where can i get a flight receipt for upcoming trips? needing one now, not after the flight.","we can help with that! message your confirmation number, and we will get this sent out to you."
"why amazon key won t work in chicago. drivers rude, don t deliver to the right , won t shut gate after delivery. don t trust them with access to our yard, much less int bldg. just now, driver threw package at me and said ur momma .","this is definitely not the service we strive to provide, lynda! i am so sorry this happened to you. can you please let us know who the carrier was for your order? if you are unsure, you can check please let us know!"
did you customized ringtones isnt working in ios11? please fix this. its driving me crazy. insane crazy. insane clown crazy,"we would like to see what options there are for you. are these ringtones that were made or purchased, that are not working?"
"hey gabe, howre you doing?",hey lee. doing real swell. how you doing? gabe
i am having the same issue. worked a few hours ago.,hi there! do you mind dming us your gamertag so we can gather a bit of info?
mobilecare,i definitely want to make sure your questions concerns are addressed. please send me a message with how i can assist.
"dear please add genre to the list for iphone app. like songs, artists, albums etc. thank you!","hey there. we hear you loud and clear, marc! we can t make any promises but we ll pass your suggestion onto the right folks"
i keep receiving this mail every once in a while. i have contacted the company by phone yet i receive them.!,"we ask that you forward this email to email as an attachment. once it is successfully sent, please delete the original email."
please contact me on 0715297706.i need assistance with mpesa.,your number is currently busy advice when available to be contacted for assistance.
hey i have been waiting for you to collect my return for days now and i cannot find a way to contact anyone about it! help!?,i am sorry for the delay in picking up your return. you can contact us through this link
got 40th bday for monique who works for in this plane amp other parties. shd be fun scadaddle out west.god i love this company.,"we love having you onboard, withered!"
when will you stop lying to your customers about the random promotions you email out?,"we want to follow up, scott. can you please send a note our way via"
"the wells fargo lady was so nice ,",i am glad to hear that! can you tell me more about it and if you were at a branch or on the phone no acct numbers? thanks.
no response to complaint over a month ago. still no refund to overcharged ticket....,disruption. please be assured a member of the team will be in touch soon. many thanks. lisa
i have several times and no change,can you message us you number so we can look into it for you?
...still waiting. 8 days of uneven email service... beuller? beuller?,"if you message me your account number, i would be happy to take a look into this. aaron"
is o2 down in manchester city centre?,"we are not aware of any issues in the area, mike. please message us the full postcode affected and we will take a closer look for you."
1858 to windsor cancelled ???? thanks !!,"hi kinde, sorry for the cancellation. this was due to a shortage of train crew"
"ton technicien qui me parle de baux dhcp alors que je lui parle d un probl me hdcp, on en discute ? en attendant, mon apple tv doit encore tre reboot e tous les jours si je veux une image sur et .",we offer support via twitter in english. contact us for help in your preferred language here
while using apps specially. the wifi connectivity is not working properly. battery problems..,got it. what battery issues are you seeing? are your apps updated to their latest versions as well?
message me back,"we have received your dm, and will continue there."
you will received your item today up until 5pm and that is 100 guarantee. oh is that right ? you have 35 minutes remaining.. glad i pay for prime,i am sorry for the long wait! delivery may take until 2100. please let us know when your order arrives.
truth always bitter trumenlabs finncosmaceuticals beardoil amazon amazonindia you do not have the freedom to speak what is right.,"also, may i know if you have reported the issue about the seller to our support team here"
you are out again this is daily and your sevice is shit. fios is coming in soon once they do bye....you are the most unreliable service i have ever had. i will not message you because people need to know.,we will be here when you are ready!
"hi , will aa promo again next month? no money to buy ticket this month","hi frhna, kinly tune in to the website and fan pages for update on sales or promotions. check it out! amie"
i will have to write many emails until my voice is heard. thank you for the worst flying eerience ever. get your stuff together,please tell us more about what happened via the link we would love to make this right jordan
where is the clock on the home screen?,thanks for reaching out. does this issue happen after a restart? message us more info and we will go from there.
argh. i can t reset my password,hey stephanie! the cavalrys here. could you message us your accounts email address? we will take a look under the hood
i need my money back!! 4 days and im not able to play online because a code 5 error!!!,"good evening rich, thanks for reaching out. are you playing on a wired or wireless connection?"
why does on demand keep dropping out and the show restarting?,"hello i understand that is a frustrating eerience, i would like to review and address this issue can you send a ..."
your new website is not working.,"it is working okay for us here, edwin. how about trying a different browser? the latest chrome or ie should do it."
when airbnb charges your card 1000 in june and they can t figure out how to give you a refund. don t use them and,"hi christine, we have received your message and will be assisting you there. thank you for your continued patience."
when you want a sausage mcmuffin but it s 4pm,"tomorrows just a day away for some delicious breakfast, monica!"
i do not feel comfortable doing either just work your shit out with viacom k thanks bye,spectrum is currently working with viacom to reach an agreement that is fair for everyone. we ask for your patien...
"dear , while eating my large mac amp cheese today which i love. i found a hair in my food. just thought i d let ya know.","that does not sound quite right, noah. mind sharing your bakerycafe location with us in a message so we can look into this with our team?"
why? what did men ever do to you?,"thanks for reaching out to us. we never wish to offend our guests with the way we display our merchandise, and hope you can accept our apologies. we would like to share your feedback, and ask that you provide the target store location this was displayed."
2nd wedding gift delivered by ups that looks like ace ventura got ahold of it fragile handlewithcare alrightythen,i am sorry your package arrived in this condition. were the contents damaged? j..
put ramzbarking on spotify ffs,"hi there. we d love to have his music available, but we have some info about content here"
i preordered wwii and i did not get my prestige token or double or anything,hey there! shoot me your platform and gamertag via this message link.
"that s the least of my worries, my phone is falling apart",we are happy to help. send us a message letting us know how we can assist.
i was charged for an item the restaurant did not have and did not deliver. how do i get a refund for the item?,hi there! please send us a note at and we will be happy to look into this for you.
do you have any roaming partners in congobrazzaville?,"sorry we do not have any roaming partner in congo , you may view here to confirm."
sainsburys vegetarians cunts,"our apologies, what is your local store? when did you visit? i will get your feedback logged with the store manager for internal review. steven"
i hate bank!!!,"we always want you to have the best eerience possible. please message more details of what happened, so we can help."
ok but i will test them with the next training on monday,"that is great, please keep us posted."
"when i open my safari it starts with a blanc page, i want it to start with my favorites again... how do i do this? thanks",we are here to help. message us your exact os version and we can take a look at this for you.
"tu sais que je vous aime damour... mais je viens davoir une mauvaise e rience sur votre chat, cest des robot le dimanche ?","bonjour, je suis d sol e dapprendre cela. quel souci avezvous rencontr ?"
i still cannot access from switzerland and it is been a week since i last reached out. any news????,"apologies for the continued disappointment. at this time, we do not have an eta for a fix. you can use our app for more assistance."
"35 furlong dr, revere ma 02151","thanks for the additional information. we apologize for any inconvenience. it looks like this location is closed for thanksgiving, but will reopen with their normal store hours on . hope this helps!"
hey guys. i live in the u.k. as a uk citizen. can i use my transportation voucher by phoning uk number?,sure you can! just give us a call here
"hi, thank you for your reply. so if i wanted to do this, should i contact someone at amex directly?",you can apply online at or calling 8776212639 6am2pm et have a great day. naomi
"my hdmi i got with my xbox one x is faulty, the screen flickers now and then. tried a different cable and it was fine but they do not support hdr, how do i request a new cable?",heya! where did you purchase the console from? are you running into issues with other ports on the tv with that same cable?
yes it is public.,"hey, please reach out we will be happy to look into your issue further."
has an iphone i sent in for a trade up almost a year ago that they never sent back and never gave me credit for.. wth. been waiting,"hi ashleigh! this sounds serious so i would like to get you some answers. please, message us so we can check this out for you asap! whitneyj"
. a picture is worth 1000 words. both overheads above row 17 16 are open just before take off yet you made me check my carry on.,"our sincere apologies for that, adrienne. please send a message our way with your record locator, so we can pass this along."
what happen to my apps at the bottom?????.?.,great question. if you have not yet done so we would recommend restarting let us know if that helps.
was assured in store i d get family discount. 3 ppl in house on o2. ineligible because free screen repair. loyal customer getting ripof,we are not sure what you mean alan. do you all have o2 refresh contracts? message if you prefer.
5 times this month deliveries have been delayed does prime mean nothing now one was ment to be here today 17th now says 17th22nd,sorry to hear. have you noticed is this happening with one particular carrier? has a reason been provided for the delays?
why the fuck is none of peter gabriels old stuff on google play music...,hi there. some songs or albums may not be available due to artist or content restrictions. see more details here
bless your airline for gifting me with a free checked bag. prssanc is already off to a great start!,we are happy to help our greaatestflyers any way we can!
i hate how never saves where i leave off and i have to watch like 89392 ads to get back to where i was,oh no! our app should definitely be saving your progress. what device are you using? any specific show that is affected?
your agents are not helping and now asking me to self return .that too form an area that is serviceable by courier pickup,selfreturn the order. where ever possible we do offer to pick up the order to reduce customer effort. ak
charged twice for single trip... highlighted issue multiple times. no response. loot service,we are here to help! send us a message with your email address so we can connect.
i used my amex in an esso petrol station at the weekend but did not get my 5 discount. the offer was added to my card. any ideas?,hi there. is this concerning a u.s. based card? please do not release any personal information. clarissa
"i m on the train, it s now 1803 and we ve still not moved","my info is saying the service has passed droitwich, this could be a fault. if you bear with me ill investigate."
"yes, no sound 11.2",when did this start to happen? let us know via message and we will work from there
"azhelphi. i am following some documentation available on the microsoft website to create the certificates for getting a pointtosite vpn working, but without success. is there any support or additional information i could get for that? tks",we recommend filing a support case here feel free to keep us updated.
why is my phone correcting i to i ?,we would like to offer some guidance with this. check out our article here message us any other questions.
i m bouta come up there and snap,what for jahnell? kaew
i recently received an email from what i think to be an employee of yours? email she claims her name is jen. long story short how did she get my email,"thanks for reaching out to us! this email issue definitely sounds strange. can you send me a message with more info, i would like to look into this for you."
"you did not tell that after elevating to buggy highsierra, my mac wud crash 14 times in 3 hrs. tell me how to go back.",we would like to look into this with you. message us to get started.
"is your store in wilton, cork open today?",just checked and it looks like they are. my colleagues over at are putting out regular updates on their twitter feed david
"hello, how can i get in contact with you by email in regards to a future booking?","hey, arsenio! we are here to help feel free to message us with any questions for your future booking."
missold a new cheaper plan by was told it is cheaper than my plan at the moment ... when it isnt!!! really naughty sales notimpressed hopeyouloseyourcommission badcustomerservice,can you drop us a message and let us know which contract you have taken with us and what you have been advised exactly sophie? we want to help.
enviado eso pone,te recomendamos contactar a nuestros compa eros de servicio al cliente para poder verificar tu caso m s detalladamente por favor ingresa en el siguiente enlace
je viens de me faire engueuler au t l phone par un livreur amazon ???,"bonjour, d sol e dapprendre cela pouvezvous nous eliquer la situation sil vous pla t ? il sagit de quel transporteur ?"
can i unsubscribe from marketing messages through the my safaricom app?,...enter sender name you wish to stop.
is this legit ? looks a bit funky,hello there! that is definitely not from us. you can delete the message and block the number. thanks for being so observant!
having these problems too. what to do?,"let us work together to get things sorted out there. have you been able to power the watch off and back on? also, is the watch updated to the most recent watchos?"
i keep getting playstation error code ce339926 tried restarting ps and router still nothing just want to play overwatch,here to assist! please start your system in safe mode and select restore default settings. steps here
you going to speedthrottle me afterwards? feeling super skeptical.. doyoucare skeptical,"i can understand your frustration with the situation and want to work with you to help resolve these concerns. however, i will need you to message your phone number and address first so i may pull up the account and assist. ken"
why is not playing queen???,"hey! that does not sound good. what spotify version are you using? can you try restarting your phone, then log out and back in?"
"no one followed yet.anyways,i will continue with ola cabs.","to clarify, a member of our team has been in touch via email, so please check your inbox and follow up there directly."
the intro music when logging into hulu is too loud.,"we hear you, joshua! and sorry you are hearing that start up sound more than youd like. our team is working on fixing this."
hey please elain to me why my phone battery has started to suck serious assholes since the iphone 8 release i ll wait...,hi. please message and tell us what version of ios you see under settings gt general gt about gt version. we will meet you there to help.
ask your question here hpcpaus unable to save word keep getting not responding windows 10,i did not hear back from you so i will close out this case for now. please contact me again if you still need any help. senan
"shit, four support reps, one phone hang up, and three days just to report a case of fraud. good thing i m not an actual customer.","your eerience truly matters and we always eect a smooth eerience, jon. message us if there is anything we can do to assist. keithm"
"hurry please, i have to work in the morning. iphonex preorder","hey there, what seems to be the issue you are having with preordering the device?"
got to see cloud inversion while flying over idaho! 1645,views like that never get old! thanks for sharing the window seat with us today. welcome back
why does our spotify keep deleting downloaded songs? it s happening every week,2 at this should help sort out your unsynced music. let us know if we can help with anything else
i got racially profiled at the bank today in pearland tx it was my debit card amp i had my i would white people must think a black person cant redraw 2thousands this is horrible i went another one further down and the took care of me with no problem,please message the financial center you visited so we can notify the appropriate parties. thank you! az
i will. in may i bought 4 tix to pr for fall break hurricane hit. not going there on vaca now tried to get refund told i had until may to use funds. pr still no power where we stay and cannot go whenever bc kids in school. i did not want to cancel but circumstances i cannot control,"thank you for the additional info, mj. we are so sorry to learn you have cancelled your vacation to sju. please know the full amount of the funds can be reused toward the purchase of another flight to any southwest destination. we hope you can find another city to visit!"
trying to communicate with and is a waste of time.. i have told them the same thing so many times over the past months... horrible service...,"hey there, i wrote you a message and look forward to working on this issue with you. nicholaskale"
when will gs8 get the latest security patch? also when will it get the wpa2 vulnerability fixed?,"os updates are provided by google samsung. once one is made available, we will push it out to devices. stay tuned."
"no worries, she s not my mother, just a colleague facebook pal who flew her husband and kids over a week ago. you haven t found it and haven t been friendly or concerned. if you want their info, let me know",we apologize for any inconvenience they have eerienced. if they want to contact us with their information they can. they can also reach out to our central baggage services dept who handle these types of claims if they have not already. they can reach them at 8882021024.
i hate when i m in a lyft and they pick someone else up,hello! we are sorry to hear this. can you message us the phone number attached to your account so we can take a look?
my order has not updated and i am stuck with loads of things i took out,"hi emma, i am sorry your order did not update and i appreciate this must be annoying. can you please confirm what time you tried to make the changes? you can refuse delivery of the items you do not want and they will get refunded. ty chris"
"for the first time in my life, i bought an product. i officially have an iphone. the transition is whack. send help.",we would most certainly like to help. can you tell us what you are eeriencing? are you looking to set up the device?
"i would be forever grateful for a chance to give my kids a memorable thanksgiving this year. we have flooded twice in 2 years losing everything both times, and to be able to give them a thanksgiving they deserve would be greatly appreciated!","we are so sorry to hear that, nikki. while we do not provide free air fare in these situations, you can find our lowest fares online here"
this is dangerous on the highway. let s work together for a quick solution.,"has kenwood offered any updates for their head unit? it seems that if it is partially compatible with ios 11, they may have offered an update."
come and get your love rerecord plays i will survive,"hey james, that is not cool! could you send us the songs uri or link? we will check it out backstage"
is that with daylight savings? time change is tomorrow,clocks will change at 2 am. your flight is at 650 am tomorrow morning. sara
squabbling over who the error lies with. i just want an unlock code for my old phone so i can put a new sim card in!!!!!,"we would like to help, did you get the phone from us directly luke? what have we advised on this so far? please message us more info."
"the option to watch an ad and get 30 mins of free music does not work, i usually get no more than 1215 minutes before the next batch of ads start playing.",hey raj! that does not sound good. did the app crash at any point during the 30 minutes? that can cause the adfree time to reset
i i i i i i i i i i i i i i i i i i i fix this,here s what you can do to work around the issue until it s fixed in a future software update
"my daughter has just entered the scary pumpkin competition port glasgow, drawing chucky and it, what do children learn school",ooo good luck sammi
ever since you this fucking update it s all gone abit pear shaped isn t it! sortitout,are you currently eeriencing issues with your iphone after updating? we would love to help! message us details about what is going on.
why the hell is my internet so slow the past 2 nights? i still pay this bill. getit togetheryou arenttheonly providerintown,"hello, vanessa. i am sorry your internet is running slow. please send me a message with your account name and phone or ..."
need some help with sending money,hey there. sorry for the delayed response. please send us a message with your paypal email address. i will be happy to help.
"after updating to ios11, i accidentally changed wallpaper. while trying to set the original back see image, it has disappeared suddenly. where do i find the beautiful wallpapers of ios 10?",the currently available wallpapers for the device will be in settings gt wallpaper. you are always welcome to search online for other photos you may like.
it was the amazon delivery,"we would like to investigate this with you, jess. can you please reach out to us here? thanks!"
"applying for credit card, your accompanying letter states your phone lines are open at the weekends 8301700 but when i phone it says you re closed. not very helpful","hey emma, what is it you are looking to find out today?"
your notoriously pants crewe branch not really replicating the poster of the double down....,that doesn t look good! please message us more info and we ll take a look into it for you
that game was as bad as my comcast xfinity cable service ... intermittent at best! flyers,this is not the kind of service eerience we want you to have. please message me so i can run a few diagnostics for you.
"hey how come whenever i use a screenshot for my background, the brightness is lowered of the pic? can i change that?","hello, thanks for reaching out to us! just for clarification, yourre using an ingame screenshot for your xbox background?"
"you guys are not updating your offers.just lost 347 rupees on a data recharge,cos of your negligience.","sorry for the trouble.please message us your idea number to assist you further.regards,pritam"
"euston. i had to get a tenner out and use the change machine, which gave me 10 of 10p coins, so i could spend 30p too use the loo.",that is a bit awkward then
goin 2 get a 3 burrito yeah halloween,boorito is the best part of halloween see you soon. becky
".s livery, both new and old, has always been one of my favorites. planespotting in pvr waiting for ac971.",bring back some sunshine and warm weather will ya? tara
received an extra battlefront 2 code for a friend but not for me and i preordered!,"heya! if you preordered digitally you would not receive a code, are you able to get the game here"
the greatest milkshakes seem to have disappeared from your shelves in ashton been like that for over a week,hi mike. can you confirm the product here please we will look into this. lauren
customer service,we are sorry you have had an issue with customer service. can you please message us with more details so we can assist you? thanks!
san jose bound tedsockie. will miss you seattle and portland. make it a smooth ride followthepath ronr... noletup!,"hi, ted. love the socks. happy travels!"
paying more with other companies because i would rather get shot in the face than try and checkout from again. youd think they would want to make it easy to take your money.,what trouble are you having placing an order with us? we will be glad to help if assistance is needed. is this regarding residential or cellular service?
you missed one...,"i can send you the tesco moneycard in the post or via email to be printed, please let me know how youd prefer to receive your refund when you message too. much appreciated, leah."
"greggs never lets me down, even their bananas are good",we impartially agree
i am not located in the us. this is as far as i go.,we will get this investigated.
my texts are working and phone calls but 4g isn t even though it hasn t ran out,hi there please see our network guide for help with this here
help please would really be nice to talk to a person when help is needed please call 3303769550 the,hi there! please send us a note at and we will be happy to look into this for you.
i guess i will have to buy tops,"send us an email email, and we would be happy to look into your account!"
really want mcdonalds rn,swing by anytime to tackle your craving. we d love to see you!
1755 from manchester piccadilly to euston,thanks stephen!
never buy any product from amazon they will sell you wrong item and do not help further.i m going through such problem,please do not provide your mobile number as we consider it personal info. our twitter page is visible to public. 2 2sq
why has one of my reward nights gone down as a discounted non qualifying say? since when has a reward night not counted as a qualifying stay?,"this reward night was counted as a qualifying stay based on record. as normal, you do not earn any qualifying points for reward nights as shown on the screenshot you sent. it appears you have already reached the qualifying nights to maintain your spire elite status. ab"
can you guys please fix the pointe du hoc glitch to get into the rocks?,"hey there, we are aware of this issue and make sure to report all players who use this eloit ingame"
it works. thanks!,"you are welcome! if you ever need anything else, just shout and we will come running"
safaricom home is currently not working in kinoo,apologies for inconvenience .kindly message your account number we check further .
wrong. the limit is 5.,thank you for the update. have a nice day.
eu recebi um email dizendo que um pedido meu ia ser reenviado so que eu ja recebi esse pedido o que posso fazer?,pode falar com o sac eles te ajudam!
having a whole lot of connection failures getting very annoying. any ideas?,"oh no! are you using a firestick? if the steps here do not help, reach out here"
